"Obs","ctb_item_id","a_param","b_param","c_param","CTB_OBJECTIVE_ID","new_ctb_obj_id","CTB_PASSAGE_ID","NEW_CTB_PASSAGE_ID","ITEM_ORDER","Enemy","CTB_OBJECTIVE_TITLE","CTB_LEVEL_ID","CTB_ANSWER_KEY"
"287",00306219,0.02466,503.428,0.1900,2503,2504,909,909,1,0,"Data Analysis","E",4
"288",00308834,0.03057,523.131,0.1621,2503,2504,023,023,1,0,"Data Analysis","M",1
"289",00308856,0.03057,548.256,0.2529,2503,2504,919,0,0,0,"Data Analysis","M",2
"290",00306531,0.03163,444.594,0.2380,2503,2504,032,032,1,0,"Data Analysis","E",4
"291",00306481,0.00360,711.475,0.2000,2504,2504,039,0,0,0,"Statistics and Probability","E",4
"292",00308630,0.00412,591.284,0.2000,2504,2504,020,0,0,0,"Statistics and Probability","M",1
"293",00309208,0.00804,589.668,0.1967,2504,2504,014,014,1,0,"Statistics and Probability","D",2
"294",00309106,0.00954,667.180,0.1875,2504,2504,0,0,0,0,"Statistics and Probability","D",4
"295",00308626,0.00981,479.858,0.2000,2504,2504,020,0,0,0,"Statistics and Probability","M",4
"296",00309742,0.00995,759.094,0.3081,2504,2504,0,0,0,0,"Statistics and Probability","A",2
"297",00309594,0.01021,588.161,0.1631,2504,2504,0,0,0,0,"Statistics and Probability","A",4
"298",00309696,0.01067,647.722,0.2000,2504,2504,0,0,0,0,"Statistics and Probability","A",4
"299",00309704,0.01270,681.680,0.2312,2504,2504,934,934,1,0,"Statistics and Probability","A",1
"300",00309198,0.01318,546.787,0.1731,2504,2504,924,0,0,0,"Statistics and Probability","D",3
"301",00306285,0.01322,504.522,0.2611,2504,2504,904,0,0,0,"Statistics and Probability","E",2
"302",00308804,0.01326,656.215,0.1343,2504,2504,922,0,0,0,"Statistics and Probability","M",4
"303",00309570,0.01351,699.901,0.2682,2504,2504,0,0,0,0,"Statistics and Probability","A",2
"304",00309128,0.01415,627.455,0.2084,2504,2504,929,0,0,0,"Statistics and Probability","D",4
"305",00309030,0.01426,548.897,0.2202,2504,2504,0,0,0,0,"Statistics and Probability","M",2
"306",00309016,0.01557,621.508,0.1741,2504,2504,926,926,2,0,"Statistics and Probability","D",1
"307",00308800,0.01626,562.489,0.2110,2504,2504,922,0,0,0,"Statistics and Probability","M",1
"308",00306533,0.01709,406.581,0.2074,2504,2504,032,0,0,0,"Statistics and Probability","E",4
"309",00308844,0.01728,436.398,0.2000,2504,2504,024,0,0,0,"Statistics and Probability","M",3
"310",00306437,0.01745,505.124,0.2107,2504,2504,0,0,0,0,"Statistics and Probability","E",4
"311",00309688,0.01777,575.796,0.1556,2504,2504,006,0,0,0,"Statistics and Probability","A",1
"312",00309210,0.01782,584.108,0.2881,2504,2504,014,014,2,0,"Statistics and Probability","D",2
"313",00309490,0.01876,563.426,0.1816,2504,2504,0,0,0,0,"Statistics and Probability","A",3
"314",00308836,0.01885,570.671,0.1874,2504,2504,023,0,0,0,"Statistics and Probability","M",3
"315",00309234,0.01920,647.346,0.2477,2504,2504,0,0,0,0,"Statistics and Probability","D",2
"316",00308686,0.02119,557.467,0.1348,2504,2504,912,0,0,0,"Statistics and Probability","M",2
"317",00306379,0.02306,455.242,0.2330,2504,2504,037,0,0,0,"Statistics and Probability","E",2
"318",00309140,0.02595,590.828,0.1923,2504,2504,0,0,0,0,"Statistics and Probability","D",2
"319",00306381,0.02634,495.937,0.1667,2504,2504,037,0,0,0,"Statistics and Probability","E",2
"320",00309622,0.02656,597.389,0.2639,2504,2504,0,0,0,0,"Statistics and Probability","A",3
"321",00306335,0.02683,459.643,0.2282,2504,2504,0,0,0,0,"Statistics and Probability","E",3
"322",00306213,0.02781,486.893,0.2847,2504,2504,0,0,0,0,"Statistics and Probability","E",2
"323",00309702,0.00631,565.582,0.2000,2505,2505,0,0,0,0,"Patterns, Functions, Algebra","A",2
"324",00309334,0.00685,557.200,0.2000,2505,2505,931,0,0,0,"Patterns, Functions, Algebra","D",3
"325",00309440,0.00732,632.872,0.2076,2505,2505,0,0,0,0,"Patterns, Functions, Algebra","A",3
"326",00309548,0.00850,611.085,0.1991,2505,2505,0,0,0,0,"Patterns, Functions, Algebra","A",1
"327",00308980,0.00966,521.916,0.2000,2505,2505,0,0,0,0,"Patterns, Functions, Algebra","D",1
"328",00309322,0.00982,536.628,0.1848,2505,2505,925,0,0,0,"Patterns, Functions, Algebra","D",3
"329",00309380,0.01054,534.225,0.2045,2505,2505,0,0,0,0,"Patterns, Functions, Algebra","A",3
"330",00309544,0.01056,745.891,0.2464,2505,2505,0,0,0,0,"Patterns, Functions, Algebra","A",2
"331",00309500,0.01058,460.746,0.2000,2505,2505,0,0,0,0,"Patterns, Functions, Algebra","A",1
"332",00309668,0.01163,552.071,0.2170,2505,2505,0,0,0,0,"Patterns, Functions, Algebra","A",3
"333",00308972,0.01219,565.099,0.2081,2505,2505,0,0,0,0,"Patterns, Functions, Algebra","M",3
"334",00309284,0.01269,627.320,0.1707,2505,2505,0,0,0,0,"Patterns, Functions, Algebra","D",4
"335",00306231,0.01284,421.107,0.2000,2505,2505,0,0,0,0,"Patterns, Functions, Algebra","E",1
"336",00309592,0.01296,610.470,0.2667,2505,2505,935,0,0,0,"Patterns, Functions, Algebra","A",1
"337",00309520,0.01337,592.885,0.2152,2505,2505,0,0,0,0,"Patterns, Functions, Algebra","A",1
"338",00309770,0.01338,634.670,0.2720,2505,2505,0,0,0,0,"Patterns, Functions, Algebra","A",3
"339",00306559,0.01406,477.458,0.2000,2505,2505,0,0,0,0,"Patterns, Functions, Algebra","E",1
"340",00308914,0.01418,527.139,0.1750,2505,2505,921,921,2,0,"Patterns, Functions, Algebra","M",1
"341",00309298,0.01434,656.590,0.1740,2505,2505,0,0,0,0,"Patterns, Functions, Algebra","D",2
"342",00309138,0.01437,538.050,0.1790,2505,2505,0,0,0,0,"Patterns, Functions, Algebra","D",4
"343",00309724,0.01472,530.928,0.1731,2505,2505,0,0,0,0,"Patterns, Functions, Algebra","A",1
"344",00308632,0.01507,467.186,0.2218,2505,2505,0,0,0,0,"Patterns, Functions, Algebra","M",2
"345",00306185,0.01546,365.341,0.2000,2505,2505,0,0,0,0,"Patterns, Functions, Algebra","E",2
"346",00308766,0.01567,542.090,0.1910,2505,2505,0,0,0,0,"Patterns, Functions, Algebra","M",3
"347",00308578,0.01644,429.900,0.1793,2505,2505,0,0,0,0,"Patterns, Functions, Algebra","M",2
"348",00309336,0.01672,592.560,0.2140,2505,2505,931,0,0,0,"Patterns, Functions, Algebra","D",3
"349",00308902,0.01679,381.481,0.2000,2505,2505,0,0,0,0,"Patterns, Functions, Algebra","M",4
"350",00309494,0.01704,650.124,0.2819,2505,2505,0,0,0,0,"Patterns, Functions, Algebra","A",2
"351",00306181,0.01722,386.027,0.2125,2505,2505,0,0,0,0,"Patterns, Functions, Algebra","E",4
"352",00309156,0.01728,579.501,0.2519,2505,2505,0,0,0,0,"Patterns, Functions, Algebra","D",2
"353",00309224,0.01755,611.234,0.2236,2505,2505,928,0,0,0,"Patterns, Functions, Algebra","D",2
"354",00308946,0.01757,508.581,0.2310,2505,2505,0,0,0,0,"Patterns, Functions, Algebra","M",2
"355",00309346,0.01812,501.574,0.1934,2505,2505,0,0,0,0,"Patterns, Functions, Algebra","D",3
"356",00308732,0.01842,452.192,0.2000,2505,2505,0,0,0,0,"Patterns, Functions, Algebra","M",1
"357",00306209,0.01873,465.902,0.2041,2505,2505,031,031,1,0,"Patterns, Functions, Algebra","E",1
"358",00309652,0.01887,579.084,0.2181,2505,2505,009,009,2,0,"Patterns, Functions, Algebra","A",1
"359",00308912,0.01888,544.537,0.1746,2505,2505,921,921,1,0,"Patterns, Functions, Algebra","M",4
"360",00309426,0.01920,608.546,0.2202,2505,2505,0,0,0,0,"Patterns, Functions, Algebra","A",3
"361",00306319,0.01932,463.072,0.2350,2505,2505,905,947,2,0,"Patterns, Functions, Algebra","E",2
"362",00306555,0.01942,413.800,0.2102,2505,2505,0,0,0,0,"Patterns, Functions, Algebra","E",3
"363",00306339,0.02040,426.380,0.2748,2505,2505,0,0,0,0,"Patterns, Functions, Algebra","E",2
"364",00309340,0.02263,629.977,0.1933,2505,2505,931,0,0,0,"Patterns, Functions, Algebra","D",1
"365",00309362,0.02616,638.152,0.2051,2505,2505,016,0,0,0,"Patterns, Functions, Algebra","D",1
"366",00309522,0.02861,645.285,0.2136,2505,2505,0,0,0,0,"Patterns, Functions, Algebra","A",1
"367",00309746,0.02861,722.346,0.1772,2505,2505,0,0,0,0,"Patterns, Functions, Algebra","A",4
"368",00308848,0.00633,557.854,0.1906,2506,2506,024,024,1,0,"Problem Solving and Reasoning","M",1
"369",00309028,0.00824,462.371,0.2000,2506,2506,012,0,0,0,"Problem Solving and Reasoning","D",4
"370",00309706,0.00833,564.301,0.2000,2506,2506,934,0,0,0,"Problem Solving and Reasoning","A",4
"371",00309166,0.00963,568.327,0.1727,2506,2506,932,932,1,0,"Problem Solving and Reasoning","D",4
"372",00308728,0.01012,492.153,0.2000,2506,2506,0,0,0,0,"Problem Solving and Reasoning","M",1
"373",00308816,0.01128,507.113,0.1725,2506,2506,915,915,2,0,"Problem Solving and Reasoning","M",4
"374",00309398,0.01429,547.284,0.2531,2506,2506,002,0,0,0,"Problem Solving and Reasoning","A",2
"375",00308772,0.01457,460.912,0.1800,2506,2506,916,916,2,0,"Problem Solving and Reasoning","M",2
"376",00309712,0.01539,631.326,0.2675,2506,2506,934,0,0,0,"Problem Solving and Reasoning","A",2
"377",00309226,0.01541,513.022,0.1784,2506,2506,928,0,0,0,"Problem Solving and Reasoning","D",1
"378",00308876,0.01610,561.012,0.2113,2506,2506,018,0,0,0,"Problem Solving and Reasoning","M",1
"379",00306497,0.01654,502.025,0.2017,2506,2506,041,0,0,0,"Problem Solving and Reasoning","E",1
"380",00309730,0.01701,666.420,0.2769,2506,2506,007,007,1,0,"Problem Solving and Reasoning","A",2
"381",00308878,0.01703,507.308,0.1378,2506,2506,018,018,1,0,"Problem Solving and Reasoning","M",4
"382",00306483,0.01749,546.938,0.2727,2506,2506,039,0,0,0,"Problem Solving and Reasoning","E",3
"383",00309150,0.01789,528.963,0.1931,2506,2506,011,0,0,0,"Problem Solving and Reasoning","D",1
"384",00309372,0.01800,581.067,0.2792,2506,2506,930,930,2,0,"Problem Solving and Reasoning","D",3
"385",00309154,0.01828,605.399,0.1536,2506,2506,0,0,0,0,"Problem Solving and Reasoning","D",4
"386",00309734,0.01878,579.906,0.2126,2506,2506,007,0,0,0,"Problem Solving and Reasoning","A",4
"387",00306315,0.01911,475.560,0.1996,2506,2506,905,947,1,0,"Problem Solving and Reasoning","E",1
"388",00308868,0.02005,497.448,0.2043,2506,2506,0,0,0,0,"Problem Solving and Reasoning","M",1
"389",00306465,0.02103,438.562,0.2173,2506,2506,038,038,2,0,"Problem Solving and Reasoning","E",1
"390",00308614,0.02238,560.680,0.1839,2506,2506,911,0,0,0,"Problem Solving and Reasoning","M",1
"391",00306233,0.02284,467.525,0.2047,2506,2506,0,0,0,0,"Problem Solving and Reasoning","E",1
"392",00309388,0.02322,636.688,0.1264,2506,2506,936,0,0,0,"Problem Solving and Reasoning","A",4
"393",00306239,0.02437,476.314,0.1951,2506,2506,908,0,0,0,"Problem Solving and Reasoning","E",3
"394",00309032,0.02455,491.404,0.1837,2506,2506,012,012,2,0,"Problem Solving and Reasoning","D",3
"395",00309588,0.02478,661.025,0.2759,2506,2506,935,0,0,0,"Problem Solving and Reasoning","A",3
"396",00309324,0.02560,615.701,0.1960,2506,2506,925,0,0,0,"Problem Solving and Reasoning","D",1
"397",00306211,0.02572,455.752,0.1720,2506,2506,031,031,2,0,"Problem Solving and Reasoning","E",4
"398",00306243,0.02811,505.466,0.1971,2506,2506,908,0,0,0,"Problem Solving and Reasoning","E",3
"399",00309736,0.02861,653.911,0.2555,2506,2506,007,007,2,0,"Problem Solving and Reasoning","A",3
"400",00309586,0.02861,698.574,0.1011,2506,2506,935,0,0,0,"Problem Solving and Reasoning","A",2

